x_coordinate,y_coordinate
3.061616997868383e-17,0.5
0.01959284174308246,0.44363389981249823
0.039185683486164885,0.3872677996249965
0.058778525229247314,0.33090169943749476
0.07837136697232974,0.27453559924999305
0.09796420871541217,0.21816949906249122
0.1175570504584946,0.1618033988749895
0.17721891840667495,0.1605875819270702
0.2368807863548553,0.1593717649791509
0.2965426543030356,0.15815594803123162
0.356204522251216,0.1569401310833123
0.4158663901993963,0.155724314135393
0.4755282581475767,0.1545084971874737
0.42797543233281904,0.11845651451039652
0.38042260651806137,0.08240453183331933
0.3328697807033037,0.04635254915624215
0.285316954888546,0.010300566479164969
0.23776412907378836,-0.025751416197912214
0.1902113032590307,-0.0618033988749894
0.20749152374023166,-0.11892091526040345
0.22477174422143265,-0.1760384316458175
0.24205196470263363,-0.23315594803123155
0.2593321851838346,-0.2902734644166456
0.27661240566503553,-0.3473909808020597
0.2938926261462365,-0.4045084971874737
0.24491052178853043,-0.3704237476562281
0.19592841743082434,-0.33633899812498247
0.14694631307311826,-0.30225424859373684
0.09796420871541217,-0.26816949906249127
0.048982104357706086,-0.2340847495312456
1.2246467991473533e-17,-0.2
-0.04898210435770607,-0.23408474953124564
-0.09796420871541216,-0.2681694990624912
-0.14694631307311826,-0.30225424859373684
-0.19592841743082434,-0.33633899812498247
-0.24491052178853043,-0.3704237476562281
-0.2938926261462365,-0.4045084971874737
-0.27661240566503553,-0.34739098080205966
-0.2593321851838346,-0.29027346441664564
-0.24205196470263363,-0.2331559480312316
-0.22477174422143265,-0.17603843164581756
-0.20749152374023166,-0.11892091526040349
-0.1902113032590307,-0.0618033988749895
-0.2377641290737884,-0.025751416197912318
-0.2853169548885461,0.010300566479164865
-0.33286978070330375,0.04635254915624205
-0.3804226065180615,0.08240453183331922
-0.4279754323328192,0.1184565145103964
-0.4755282581475768,0.1545084971874736
-0.4158663901993965,0.1557243141353929
-0.3562045222512161,0.1569401310833122
-0.2965426543030357,0.1581559480312315
-0.23688078635485538,0.1593717649791508
-0.17721891840667497,0.1605875819270701
-0.1175570504584946,0.1618033988749894
-0.09796420871541217,0.21816949906249117
-0.07837136697232973,0.27453559924999293
-0.058778525229247286,0.3309016994374947
-0.03918568348616486,0.38726779962499647
-0.0195928417430824,0.44363389981249823
3.061616997868383e-17,0.5
3.061616997868383e-17,0.5
3.061616997868383e-17,0.5
3.061616997868383e-17,0.5
3.061616997868383e-17,0.5
3.061616997868383e-17,0.5
